dataset, median, 90th, 95th, 99th, max, mean, mse, mape, pccs, , query_dur_ms
cols_8_distinct_1000_corr_6_skew_6, 1.1020339309812994, 2.0, 3.0, 4.0, 7.0, 1.4227238822867654, 1369.674, 32.87507446790119, (0.9997069908047057, 0.0), 21.933096647262573
cols_8_distinct_1000_corr_6_skew_8, 1.1666666666666667, 2.2, 3.0, 6.0, 10.0, 1.5434205591703571, 6783.565, 44.784730049194074, (0.9998008729094302, 0.0), 21.710005283355713
cols_8_distinct_1000_corr_8_skew_2, 1.0823330038130208, 2.0, 2.009999999999991, 5.0, 11.0, 1.3903787483602037, 614.166, 28.722851206705762, (0.9990983752988226, 0.0), 21.840326070785522
cols_8_distinct_1000_corr_8_skew_4, 1.1307535966205715, 2.0, 3.0, 4.339999999999994, 38.5, 1.4829905131434433, 4365.687, 35.066751855266574, (0.9998117949680615, 0.0), 22.33345365524292
cols_8_distinct_1000_corr_8_skew_6, 1.1683543281653748, 2.2, 3.0, 5.0, 9.0, 1.514078278435132, 12074.061, 42.96428200940176, (0.9999203406196419, 0.0), 21.788994550704956
cols_8_distinct_1000_corr_8_skew_8, 1.238247619047619, 2.6666666666666665, 3.0124999999999886, 5.501666666666665, 9.0, 1.5956763576225999, 60310.776, 52.21941782286105, (0.9991297587181712, 0.0), 21.82012963294983
cols_8_distinct_10000_corr_2_skew_2, 1.081241858445506, 1.566271409749671, 2.0, 3.0, 9.0, 1.2265642755496384, 2018.352, 16.365797328402905, (0.997064422187284, 0.0), 175.44837474822998
cols_8_distinct_10000_corr_2_skew_4, 1.1088591042824452, 1.7789473684210528, 2.1508333333333325, 4.0, 12.0, 1.3075313663978405, 3372.588, 20.984994304854947, (0.9948066684880557, 0.0), 175.301509141922
cols_8_distinct_10000_corr_2_skew_6, 1.167816091954023, 2.0, 2.5, 4.5049999999999955, 30.0, 1.3982118302766162, 7437.281, 27.664726347697343, (0.9880252252533732, 0.0), 175.10799908638
cols_8_distinct_10000_corr_2_skew_8, 1.2491935483870966, 2.022075163398693, 2.7501190476190476, 4.429285714285714, 8.0, 1.4644069265109378, 14226.911, 33.35758723176667, (0.976634436748823, 0.0), 175.1140055656433
cols_8_distinct_10000_corr_4_skew_2, 1.1177315753887762, 2.0, 2.5, 5.0, 10.0, 1.3644472007263118, 3764.463, 21.25568328461889, (0.9933254036386704, 0.0), 171.94614171981812
cols_8_distinct_10000_corr_4_skew_4, 1.2, 2.0, 3.0, 6.0049999999999955, 13.0, 1.5080300717411292, 7994.409, 28.076211472406648, (0.9850681597633403, 0.0), 174.72757005691528
cols_8_distinct_10000_corr_4_skew_6, 1.2872296615123013, 2.6, 3.6033333333333304, 6.250833333333333, 14.0, 1.6348891719036762, 16497.972, 35.87492500095289, (0.9665365243282998, 0.0), 174.15678787231445
cols_8_distinct_10000_corr_4_skew_8, 1.489155304811158, 3.0, 4.005607476635509, 6.372667876588017, 10.0, 1.840914673717996, 48798.193, 52.507730369366776, (0.9206569335244703, 0.0), 175.1401617527008
cols_8_distinct_10000_corr_6_skew_2, 1.1401849516603615, 2.0, 3.5629464285714283, 7.0, 18.0, 1.522185931540053, 9131.777, 30.231631065690816, (0.9994120033372346, 0.0), 175.47232842445374
cols_8_distinct_10000_corr_6_skew_4, 1.201390148766328, 2.2922570850202435, 3.2857142857142856, 6.009999999999991, 16.0, 1.5694568225862053, 7978.261, 34.1091742227391, (0.9846242027744222, 0.0), 173.68187832832336
cols_8_distinct_10000_corr_6_skew_6, 1.358677930932266, 2.8576354679802956, 3.932142857142854, 7.0, 11.0, 1.7156824553029155, 17840.974, 47.63612542196063, (0.9660892945205019, 0.0), 172.96336793899536
cols_8_distinct_10000_corr_6_skew_8, 1.5538488291212613, 3.277507598784195, 4.333333333333333, 9.100999999999999, 52.0, 2.049039984398111, 121209.041, 76.8928677014234, (0.9198508911236098, 0.0), 174.43306159973145
cols_8_distinct_10000_corr_8_skew_2, 1.2070722849220916, 2.0, 3.0874999999999964, 6.011999999999989, 23.0, 1.5536606466906417, 10117.581, 39.83886839359011, (0.9878810598889324, 0.0), 175.30887722969055
cols_8_distinct_10000_corr_8_skew_4, 1.2425510322913373, 2.2276223776223776, 3.0, 8.0, 18.0, 1.5882526815775717, 10931.926, 46.24667682798732, (0.9841168423936132, 0.0), 175.13065242767334
cols_8_distinct_10000_corr_8_skew_6, 1.320427807486631, 2.3817460317460317, 3.0, 5.006666666666661, 7.6, 1.5863983905235437, 31384.646, 47.61407703031195, (0.9648214243132757, 0.0), 173.78706002235413
cols_8_distinct_10000_corr_8_skew_8, 1.436491935483871, 3.0, 4.0, 7.0, 45.0, 1.8853345983467689, 179190.942, 69.37080778233572, (0.9899080510020466, 0.0), 173.33017253875732
